hotel_uid,review_uid,additional_scoring,flag_processed,flag_validated,negative_review,negative_review_words,positive_review,positive_review_words,reviewer_nationality,reviewer_reviews_count,reviewer_score
d6d85042-5ded-42f2-b696-5e54df64bbe4,6a342f00-2b44-11b2-8080-808080808080,365,,,No Negative,0, staff couldn t do more to ensure our stay was perfect,12, United Kingdom ,3,10.0
d6d85042-5ded-42f2-b696-5e54df64bbe4,5f1b0e00-2b3e-11b2-8080-808080808080,365,,, Rooms are extremely small ,6, Location is excellent,4, Egypt ,11,6.7
d6d85042-5ded-42f2-b696-5e54df64bbe4,5d9d1600-2b3d-11b2-8080-808080808080,365,,, The staff at the registered address of 31 Great Cumberland Place were lacking in knowledge on how to book people in We then got taken across the road to the Sister Hotel part and because of an error at 31 it took us an hour to book into 2 rooms They also said we had got an upgrade which was untrue we had paid for a Deluxe Room each The bar staff we rude not the Manager who was very polite and pleasant Wouldn t go back ,89, Very clean good location,5, United Kingdom ,1,5.0
d6d85042-5ded-42f2-b696-5e54df64bbe4,ab3ece00-2b2c-11b2-8080-808080808080,365,,, breakfast experience not enjoyable tables not cleaned and ready and poor service Shower disappointing the rainfall option barely had any pressure had to use the hand held attachment ,30, Great location as visited Hyde Park literally opposite and very stylish entrance and warm welcome and easy check in Rooms pleasant ,23, United Kingdom ,6,7.1
d6d85042-5ded-42f2-b696-5e54df64bbe4,a6c4e600-2b29-11b2-8080-808080808080,365,,,No Negative,0, very close to central london every thing is near to you very freindly receptions,15, Qatar ,3,8.8
d6d85042-5ded-42f2-b696-5e54df64bbe4,f2e8a600-2b17-11b2-8080-808080808080,365,,, Room service and mini bar prices were very steep and we had nearly 30 vat added onto our booking which was not a nice surprise to have at the end of our stay ,35, Loved everything inside the hotel decor was immaculate ,10, United Kingdom ,1,8.8
d6d85042-5ded-42f2-b696-5e54df64bbe4,8c90cf00-2b16-11b2-8080-808080808080,365,,, Definitely not a 5 stars hotel Small rooms when travelling with a baby but ok for 2 persons ,20, Very good location for visiting London Friendly and helpful staff ,12, Norway ,3,7.5
d6d85042-5ded-42f2-b696-5e54df64bbe4,1823e700-2b0d-11b2-8080-808080808080,365,,, Rooms are small ,5, Yes,2, Ireland ,2,10.0
d6d85042-5ded-42f2-b696-5e54df64bbe4,94cb4f00-2af9-11b2-8080-808080808080,365,,, Nothing,2, Small but luxurious ,5, South Africa ,1,8.3
d6d85042-5ded-42f2-b696-5e54df64bbe4,56329600-2af3-11b2-8080-808080808080,365,,, Only minor gripe was no ironing facilities in room,10, Location room quality good reasonable room rate friendly staff,10, United Kingdom ,1,7.5
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,e1aefe00-2b73-11b2-8080-808080808080,1058,,, Underfloor heating in bathroom was on even though there was a heat wave ,15, A great hotel in a beautiful old terrace building We had a club room which was modern and spacious with large windows Bed was amazingly comfortable Walking distance to Paddngton Station and Heathrow Express ,36, Australia ,56,9.6
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,ab337600-2b71-11b2-8080-808080808080,1058,,, The design of the toilet bath area will get the whole floor to be wet Would be better if there is a segregation The tap of the basin seems to be old and it was very tight ,39, The club room is comfortable for 2 Clean and bright The room seems to be newly furbished The toilet is spacious too ,24, Singapore ,9,9.2
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,d5bf3e00-2b6b-11b2-8080-808080808080,1058,,, I didn t like the restaurant which was effectively the bar There was a single member of staff who had to do everything run the bar take food orders clear tables and take payments The food was just ok It wasn t a great experience ,47, The location was great being close to Paddington station The rooms are really nice and very comfortable ,19, United Kingdom ,2,9.2
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,674a3600-2b66-11b2-8080-808080808080,1058,,,No Negative,0, Our room was clean cosy and quiet excellent powerful shower and added bonus of under floor heating The breakfast buffet was amazing very polite and helpful staff We will definitely be returning on our next visit ,38, United Kingdom ,1,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,fecd0e00-2b64-11b2-8080-808080808080,1058,,, Room had been made smaller what it should havebin Not enough room for clothes No bedside cabinets not much room to pass at the bottom of bed Not very good for 4 star,34, Location was good,4, United Kingdom ,1,6.3
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,c6d38e00-2b61-11b2-8080-808080808080,1058,,,No Negative,0, clean location staff,4, United Arab Emirates ,17,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,2c54c600-2b61-11b2-8080-808080808080,1058,,, Not even a conversation with the hotel staff when checking in The room was a deluxe double room didn t seem like it Seemed very small Considering that this was our honeymoon you would like those extras thrown in Like swan towels petals on the bed etc Not even a congratulations either ,54, That it was close to the train station in Paddington The porters were very helpful The girl how served me a few times realised it was our honeymoon and gave me a bottle of prosecco even though I mentioned it in a email ,45, United Kingdom ,1,6.3
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,91d5fe00-2b60-11b2-8080-808080808080,1058,,, They confirmed 2 hours genius late check out by email but reception denied it had to ask it again on the day of check out ,27, Location,2, Azerbaijan ,10,7.5
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,2cfc1f00-2b60-11b2-8080-808080808080,1058,,, Small room,3, Very good breakfast friendly stuff and perfect location,9, Greece ,14,8.8
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,5905df00-2b5b-11b2-8080-808080808080,1058,,, N a,3, Breakfast lovely,3, United Kingdom ,1,7.9
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,51900700-2b56-11b2-8080-808080808080,1058,,, I couldn t point out anything,7, Eating lots of lovely apples enjoyed having dinner at the hotel and great ambience at Breakfast The staff were really amazing and that would make me revisit the facility when I travel to London ,36, United Kingdom ,1,9.6
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,e912df00-2b54-11b2-8080-808080808080,1058,,, we enjoyed our stay,5, The courtesy of the hotel staff were great when we arrrived at the hotel we were told that our room was unavailable due to a boiler failure which was a bit of a disappointment but the hotel staff were great and we were told we would be upgraded and receive complimentary breakfast Great customer service on the hotels behalf I would definitely stay again the next time we were to visit London,73, United Kingdom ,1,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,4d161f00-2b53-11b2-8080-808080808080,1058,,, Room is beyond tiny Smallest I have ever stayed in,11, Handy location for Heathrow express which is needed to catch at 5 25am,14, Ireland ,11,6.3
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,dea11700-2b4d-11b2-8080-808080808080,1058,,, No closet in the room leakage from shower doors ,11, Small but comfotable room Very clean Excellent breakfast Good location 5 min to underground station ,17, Israel ,7,8.8
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,10a2b700-2b4d-11b2-8080-808080808080,1058,,, Noisy fan working all night long also bed too hard,11, The location ,4, United Kingdom ,1,6.3
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,dd231f00-2b4c-11b2-8080-808080808080,1058,,, I made the booking on behalf of my 18 year old son I am concerned that having booked in advance and paid in full for the room on my visa debit card at check in my son was asked to re pay on his card and that I was to be refunded This practice is unacceptable as it is only by chance that my son has a card and also as a student there was enough money in his account to pay for the room Having to make this unexpected payment caused limitations and cash flow issues for my son I had purposefully booked and paid in advance to avoid any complications In my mind there was to be nothing for my son to do except check in and enjoy his room prior to handing to Heathrow airport the following morning Please advise why this occurred and why this process is employed The reimbursement of my original payment is exceedingly slow It should be instant as monies being held for a period of time from both my son and myself is inadmissible Helen Jackson,185,No Positive,0, United Kingdom ,1,5.8
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,41265f00-2b4b-11b2-8080-808080808080,1058,,, The dining room was very cramped and there was little space in the foyer or public areas Far too warm in the rooms ,25, Good location Comfy bed ,6, United Kingdom ,3,7.5
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,0c28cf00-2b4a-11b2-8080-808080808080,1058,,, 3 hour check I,5,No Positive,0, United Kingdom ,1,4.2
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,3b2e7f00-2b47-11b2-8080-808080808080,1058,,, I thought the room was a bit too small and my partner felt it was too hot,18, Great bed and pillows lovely clean bathroom,8, United Kingdom ,1,8.3
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,6d301f00-2b46-11b2-8080-808080808080,1058,,, We got scammed,4, London,2, United Kingdom ,1,2.5
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,6a342f00-2b44-11b2-8080-808080808080,1058,,, Room was on the small side,7, Bed was really comfortable,5, United Kingdom ,1,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,9c35cf00-2b43-11b2-8080-808080808080,1058,,, Very small room,4, Dry clean,3, United States of America ,15,7.9
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,31935600-2b42-11b2-8080-808080808080,1058,,, We were on ground floor with great bay windows but it must of been bin collection day so a bit of an early wake up call ,28, Lovely area and rooms were modern with amazing shower ,11, Jersey ,1,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,c9162e00-2b40-11b2-8080-808080808080,1058,,, Nothing to dislike,4, Modern clean rooms and friendly staff,7, United Kingdom ,1,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,2d196e00-2b3f-11b2-8080-808080808080,1058,,, Bed not comfortable Room tiny Noisy unit above door boiler maybe lots of noise ,16,No Positive,0, Ireland ,3,7.1
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,f81bde00-2b3d-11b2-8080-808080808080,1058,,, Very poor value for money Very poor room despite it being what was classed as a deluxe Bed against window so had to scramble down the bed to get out Very disappointed and first time I ve had a poor hotel from Booking com,45, The staff were friendly ,6, United Kingdom ,2,4.6
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,8ca2c600-2b3a-11b2-8080-808080808080,1058,,, The wet bathroom was the worst we experienced in all the rooms we rented across Europe on our 25 day trip ,23, Staff was helpful ,5, Canada ,1,6.3
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,bea46600-2b39-11b2-8080-808080808080,1058,,, No facilities no variety in restrurent,7, The staff are cooperative,5, Kuwait ,1,7.9
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,bd266e00-2b38-11b2-8080-808080808080,1058,,, deluxe double room significantly smaller than advertised Just a bed with a small ring of floor space around it closet and desk folded off the wall hotel also offers a compact double room that is not that different would only book deluxe double if you are a solo traveller Bathroom so small that there was a tiny drain in the center of it without separate shower so the bathroom got completely soaked with every shower ,77, Room clean modern and made decent use of small space,11, United States of America ,1,6.7
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,56273e00-2b38-11b2-8080-808080808080,1058,,,No Negative,0, great location,3, United Kingdom ,68,7.9
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,8828de00-2b37-11b2-8080-808080808080,1058,,, Very small room even for Central London standards,9, Great location,3, United Kingdom ,11,7.1
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,b8ac8600-2b35-11b2-8080-808080808080,1058,,, The beds and pillows were very hard and uncomfortable Room had seen better days Interior needs refreshing There was what seemed like animal hair on the bed linen so unsure if the room we were given actually allowed pets Found toe nail clipping on the floor,47,No Positive,0, Australia ,5,5.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,1cafc600-2b34-11b2-8080-808080808080,1058,,, Not unusual in London some rooms are small we upgraded to a bigger room for not much more money all the rooms look very newly refurbished and very well fitted out ,33, I can recommend this hotel friendly staff comfortable beds and a nicer location in a very quiet area lots nice restaurants nearby close to Lancaster gate tube station or Paddington station where the Heathrow express arrives bike hire outside you can ride around Hyde Park the hop on hop off bus passes nearby which we found a great way to get around the breakfast was exceptionally good,68, New Zealand ,9,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,1b31ce00-2b33-11b2-8080-808080808080,1058,,,No Negative,0, Nice Indian meal,4, United Kingdom ,1,7.9
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,ae3abe00-2b2e-11b2-8080-808080808080,1058,,,No Negative,0, Nice bed with aircon,5, New Zealand ,10,8.3
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,d8c68600-2b28-11b2-8080-808080808080,1058,,, Bathroom was small and with few shelves or places where to put personal stuff such as combs cream shaver etc Room lights were poor no night lights for raeding Hair dryer inside a wardrobe not accessible from the bathroom only to be used from the bed Furniture in wood needed maintenance ,53, The bed was very comfortable Room was quite big with enough space to move around It was also very silent no noise from outside or other rooms Location was fabulous very nice area and near two metro stations very close to the park for daily morning exercise,48, Argentina ,4,7.5
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,a0cd0600-2b25-11b2-8080-808080808080,1058,,,No Negative,0, It was clean tidy and the staff were excellent ,11, South Africa ,2,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,064e3e00-2b25-11b2-8080-808080808080,1058,,, There was no bar to speak of there was a fairly spartan room serving drinks but it wasn t conducive to having a nice drink Our room was a bit cold and the heating didn t appear to work plus it hadn t been cleaned properly the bathroom bin was full of someone else s stuff ,58, The location was only five minutes from Paddington station The staff were very friendly and helpful ,18, United Kingdom ,1,5.8
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,9c531e00-2b22-11b2-8080-808080808080,1058,,, very very small rooms and bed,7, clean hotel close to tube,6, United Kingdom ,1,5.8
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,ce54be00-2b21-11b2-8080-808080808080,1058,,, four ladies room very small,6,No Positive,0, United States of America ,1,9.2
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,fed86600-2b1f-11b2-8080-808080808080,1058,,, I like to sleep with the windows open which meant I was disturbed by street noise in the early hours my husband is a heavier sleeper so heard nothing ,31, This is our second visit to the Park Grand it s just a 10min walk from Paddington train station The staff were welcoming and friendly the room comfortable and clean Good choice at breakfast ,36, United Kingdom ,34,9.6
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,2dde1600-2b1d-11b2-8080-808080808080,1058,,, Room so small wasn t meant 2 b at this hotel Breakfast is a nightmare no organisation in dining room,21, Location good very quiet ,6, United Kingdom ,3,6.7
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,bd147700-2b14-11b2-8080-808080808080,1058,,, Maybe the staff could have introduced themselves by name on check in the create a more personalised check in,20, The staff were very friendly and helpful to accommodate our stay The location was great within walking distance of the tube station which was great for our young ones little legs ,33, United Kingdom ,4,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,54974f00-2b13-11b2-8080-808080808080,1058,,, Nice rooms unfortunately our was in the basement,9, Very good hotel and nice position very helpfull staff,10, Italy ,6,7.9
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,8698ef00-2b12-11b2-8080-808080808080,1058,,, I had to change rooms as there was no mobile phone reception on the first floor The room looked a little tired ,24, Staff were very helpful,5, Qatar ,4,7.1
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,ec1a2700-2b11-11b2-8080-808080808080,1058,,, No sky TV to watch Ruby,7, Comfortable and nice staff,5, United Kingdom ,2,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,b420a700-2b0e-11b2-8080-808080808080,1058,,, the size of the room and the cleanliness,9, location location location ,5, Poland ,11,7.1
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,b2a2af00-2b0d-11b2-8080-808080808080,1058,,, Bed was hard so much so it hurt my shoulders when laying on my side ,17, Nice big room,4, United Kingdom ,7,6.7
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,10ae0f00-2b08-11b2-8080-808080808080,1058,,,No Negative,0, Friendly Staff nice and clean modern great central location and excellent breakfast,13, United Kingdom ,3,7.9
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,762f4700-2b07-11b2-8080-808080808080,1058,,, The size of the room was very small No cupboard to put away clothing etc There wasn t any dressing table not enough room in the bathroom to display any toiletries ,33, The staff were really friendly especially Sara We would definitely come and stay here again because of her ,20, United Kingdom ,1,7.5
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,4131b700-2b06-11b2-8080-808080808080,1058,,, 1 In this day age the fridge should be a standard however it was not as apparently only available in Club Rooms 2 No slippers or bathrobes either though they did provide the former on request after a little coercion 3 Lat time I had booked a Club Room but it didn t have a proper shower area hence I chose the Deluxe Double this time by checking the bathroom pics beforehand However strangely this had some other items missing like the fridge bathrobes I just don t get it how does it all balance out ,98,No Positive,0, United Arab Emirates ,8,6.7
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,d7369700-2b03-11b2-8080-808080808080,1058,,,No Negative,0, Excellent Quiet modern rooms air con great shower room service friendly staff and 12pm checkout All for a good price Will definitely be staying here again ,28, Australia ,1,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,00446700-2afd-11b2-8080-808080808080,1058,,, Stairs our room is located between the ground and the 1st floor so no direct lift access We had to carry our big suitcases from stairs Gladly the hotel staffs were really helpful with our luggages The room was a bit narrow but perfectly acceptable given the price and being in London ,54, Location is the best being close to the Paddington Station makes everything a lot easier The room is perfectly clean staffs were friendly and helpful Great breakfast ,29, China ,2,9.2
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,2f4a1700-2afa-11b2-8080-808080808080,1058,,, room was in the basement just translucent window loud A C that still made loud sound when turned off ,21, Location,2, Austria ,1,5.8
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,c84ae700-2af9-11b2-8080-808080808080,1058,,, Room was not as described it was tiny in basement looked out to old ladders dirty curtains Shower flooded floor soaking hazardous wet all round wc and whb this was not a deluxe room Diningroom very pokey claustrophobic,39, staff very good and helpful good location,8, United Kingdom ,2,5.4
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,c6ccef00-2af8-11b2-8080-808080808080,1058,,, May be the Restaurant Bar must extend the close hours ,12, Very Friendly Staff specially Lucia who helps us with all our req Great Location Comfortable Rooms ,18, Argentina ,10,8.8
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,934d5700-2af8-11b2-8080-808080808080,1058,,, The double deluxe room was not like the picture it s very small and I felt like I was in a prison cell when I complained the staff did their best to upgrade me to a bigger room however I did feel like it was false advertising to begin with we requested one of the rooms to have 2 single beds they called this a twin room and made us pay 50 more for 2 nights however it was still a double bed or as they call it 2 single beds on one base not sure what the point of that is ,104,No Positive,0, South Africa ,1,5.4
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,2a28d600-2af8-11b2-8080-808080808080,1058,,,No Negative,0, Staff wonderful going back again because of them ,10, India ,4,7.5
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,592e8600-2af5-11b2-8080-808080808080,1058,,,No Negative,0, Room was good and had enough hanging space for your clothes,12, United Kingdom ,2,9.2
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,56329600-2af3-11b2-8080-808080808080,1058,,, The toilet and shower facilities are to the standard of a 4 star hotel,15, Attitude of the staff and quality of foof,9, United Arab Emirates ,4,7.9
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,1fb70e00-2af1-11b2-8080-808080808080,1058,,,No Negative,0, Quiet area comfortable beds great shower ,8, United States of America ,2,8.8
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,4d3ec600-2aed-11b2-8080-808080808080,1058,,, It is too expensive,5,No Positive,0, Kuwait ,5,7.1
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,b2bffe00-2aec-11b2-8080-808080808080,1058,,, Room incredibly small bathroom could have been cleaner curtains really dirty and furniture poor condition,16, Close to Kensington Gardens,5, Australia ,2,5.4
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,e4c19e00-2aeb-11b2-8080-808080808080,1058,,, No breakfast including in price of room ,9,No Positive,0, United Kingdom ,2,9.6
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,e343a600-2aea-11b2-8080-808080808080,1058,,,No Negative,0, It was a great to stay at Park Grand London Paddington We appreciate your excellent services ,18, Malaysia ,1,10.0
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,afc40e00-2aea-11b2-8080-808080808080,1058,,,No Negative,0, nice staff clean room,5, United Kingdom ,2,9.6
d5c5fd63-dbc3-42b6-bf09-4ac856ef8a13,e7ab9700-2ac9-11b2-8080-808080808080,1058,,,No Negative,0, The room was nice shower was lovely ,9, United Kingdom ,1,9.6
60967cbe-ca18-4181-8399-558add0aaafb,5d7fc700-2b5e-11b2-8080-808080808080,104,,,No Negative,0, This was my treat for my sister s 70th birthday We also went to see An American in Paris She had the time of her life and as a swimmer loved the pool I fulfilled an ambition that I have had since my youth as a penniless student in London in staying in a posh hotel over looking the Thames Our stay exceeded expectations so thank you all ,70, United Kingdom ,13,10.0
60967cbe-ca18-4181-8399-558add0aaafb,ed8cc700-2b57-11b2-8080-808080808080,104,,, all good,3, The balcony with a view,6, United Kingdom ,22,10.0
60967cbe-ca18-4181-8399-558add0aaafb,1cafc600-2b34-11b2-8080-808080808080,104,,, the food wasn t that great and was very expensive,11, the staff were very attentive and it was comfortable,10, United Kingdom ,1,9.2
0e23818c-9d00-44a0-b83b-244e49666216,b7233600-2b79-11b2-8080-808080808080,38,,,No Negative,0, Superb breakfast Staff were excellent Spa was very nice ,11, United Kingdom ,2,10.0
0e23818c-9d00-44a0-b83b-244e49666216,f7fe8f00-2b5e-11b2-8080-808080808080,38,,, Breakfast is nice but does not worth the money ,11, The room was spacious and the bathroom was great Everything was very clean the staff was very nice and helping The spa was also good ,27, Israel ,2,10.0
cfa2fd6c-d31e-4cf8-b75d-73e4bec51dd2,f5029f00-2b5c-11b2-8080-808080808080,248,,, Not much,3, Very comfortable rooms,4, Ireland ,1,10.0
cfa2fd6c-d31e-4cf8-b75d-73e4bec51dd2,42a45700-2b4c-11b2-8080-808080808080,248,,, Basement room was very noisey needs more sound proofing,10, The bed was amazing ,6, Ireland ,2,9.2
cfa2fd6c-d31e-4cf8-b75d-73e4bec51dd2,acbcc600-2b2d-11b2-8080-808080808080,248,,,No Negative,0, Tiny and adorable room and bath Excellent bed Reception helpful and responsive although they may not have mailed our postcards as promised and paid for Food at hotel restaurant was excellent and so was the service ,38, United States of America ,3,9.2
cfa2fd6c-d31e-4cf8-b75d-73e4bec51dd2,8816e700-2b13-11b2-8080-808080808080,248,,, My room was under the roof and rainy and windy days in was quite noisy No heater in bathroom,20, True Amsterdam experience Location Lobby and Joost restaurant interior True soft bed the way how Dutch likes it to be,21, Ukraine ,74,9.2
cfa2fd6c-d31e-4cf8-b75d-73e4bec51dd2,ea9c2f00-2b10-11b2-8080-808080808080,248,,, The room was very small and had black decor ,11, Staff were very friendly ,6, United Kingdom ,2,7.5
cfa2fd6c-d31e-4cf8-b75d-73e4bec51dd2,a9aedf00-2b07-11b2-8080-808080808080,248,,, So many stairs ,5, Top location ,4, Chile ,43,9.6
cfa2fd6c-d31e-4cf8-b75d-73e4bec51dd2,d13eb700-2aff-11b2-8080-808080808080,248,,, very bad mattresses very thin walls so you hear everything in the other room small rooms,17,No Positive,0, Netherlands ,4,5.4
7adac208-1194-4279-bb2f-60f284131e57,6d421600-2b6a-11b2-8080-808080808080,60,,, lighting poor bulbs blown and the damaged headboard looks like something from a 60 s porn movie ,19, quiet central location friendly helpful staff ,8, United Kingdom ,46,7.5
7adac208-1194-4279-bb2f-60f284131e57,e1a85f00-2b0a-11b2-8080-808080808080,60,,,No Negative,0, location and staff,4, Italy ,10,8.8
7adac208-1194-4279-bb2f-60f284131e57,edb56e00-2af1-11b2-8080-808080808080,60,,, for a 4 star it was dreadful 2 stars maximum 1st room i was shown into was dirty smelt damp and cramped I asked to be moved the second room was not much better shabby and run down stained carpets broken toilet seat curtains hanging down needed painting wifi was useless staff were friendly but inefficient no soya milk even though i requested well in advance had to wait 2 hours for a small jug of slightly off milk only 1 teabag provided had to ask for more wouldn t stay there again for the price it was very very poor I stay in Victoria and Pimlico a lot and this was the most expensive and worst I have used so far ,124,No Positive,0, United Kingdom ,1,3.8
7adac208-1194-4279-bb2f-60f284131e57,12495600-2ae8-11b2-8080-808080808080,60,,, Room decoration was starting to look a little tired ,11, In a quiet area and ideal location to visit Buckingham Palace Westminster Abbey Near to Victoria Station pubs and restaurants ,22, United Kingdom ,2,9.6
7adac208-1194-4279-bb2f-60f284131e57,7054b600-2ae2-11b2-8080-808080808080,60,,,No Negative,0, Close to Victoria station Friendly staff clean and comfortable room ,12, South Africa ,1,10.0
eec636a6-8b07-4ad9-8c0c-7acd72824104,1e226600-2b7a-11b2-8080-808080808080,241,,, Nothing it was great ,6, Very clean great location with a room view of the eifall tower close to a metro station with access to the whole city Not much noise from outside and friendly staff,32, United Kingdom ,3,10.0
eec636a6-8b07-4ad9-8c0c-7acd72824104,1b267600-2b78-11b2-8080-808080808080,241,,,No Negative,0, The beds are super comfy and the rooms are extremely clean The absolute best feature of this hotel is its staff They were all so helpful and courteous They made our stay great and I am sold This is the hotel for me whenever I am in town ,50, United States of America ,2,10.0
eec636a6-8b07-4ad9-8c0c-7acd72824104,ae2f6600-2b73-11b2-8080-808080808080,241,,, If I had to nitpick maybe the rooms could be a little bigger but this is just a tiny thing that I really didn t even care about Great stay,31, The location was EXCELLENT It it within walking distance of the Eiffel Tower and just a short walk to the metro We were able to go everywhere we wanted to go in hardly any time at all There are plenty of shops within very close walking distance and delicious restaurants We really enjoyed our stay in Paris because it was so easy to get around ,67, United Arab Emirates ,6,8.8
eec636a6-8b07-4ad9-8c0c-7acd72824104,da392600-2b6e-11b2-8080-808080808080,241,,, No fridge in the room,6,No Positive,0, Singapore ,1,7.5
eec636a6-8b07-4ad9-8c0c-7acd72824104,cfc75e00-2b67-11b2-8080-808080808080,241,,, good access to to Eiffel tower walking distance,9, good access to to Eiffel tower walking distance,9, India ,4,7.9
eec636a6-8b07-4ad9-8c0c-7acd72824104,c47ef700-2b5e-11b2-8080-808080808080,241,,, We arrived in Paris quite early due to the time of our Eurostar and wasn t able to check in until 2pm I know there are check in times it would have been nice if we could have settled into our rooms earlier We also didn t have a Samsung phone in the room like they said we would have,61, The room was a really good size and the specification of the furnishings and bathroom etc was lovely,19, United Kingdom ,2,7.5
eec636a6-8b07-4ad9-8c0c-7acd72824104,7327ff00-2b4a-11b2-8080-808080808080,241,,, I hated the fact when someone took the stairs it moved the front door so I felt that someone was coming in the room I also noticed that anyone can enter the main hotel reception and access upstairs with security The reception is most times at night unattended and you don t need a key passcode to activate the lift For a 4 star hotel this is needed It made me feel unstable ,75, I stayed at room 56 and I loved it The space of the room gave an apartment feel and the bed and shower was amazing I also loved the window Location is excellent,34, United Kingdom ,1,9.2
eec636a6-8b07-4ad9-8c0c-7acd72824104,6a342f00-2b44-11b2-8080-808080808080,241,,, Nothing,2, Clean great large rooms with everything you need and very sweet staff,13, United Arab Emirates ,1,10.0
eec636a6-8b07-4ad9-8c0c-7acd72824104,60990600-2b3f-11b2-8080-808080808080,241,,, Not a big fan of the beds 2 singles joined together to form a double as they kept moving apart during the night ,25,No Positive,0, United Kingdom ,8,8.8
eec636a6-8b07-4ad9-8c0c-7acd72824104,2a1d7e00-2b3d-11b2-8080-808080808080,241,,, There was a strong perfume smell that we didn t like in our room but others may ,19, View of the Eiffel Tower at first it doesn t look great as is only the top of it but at night it s magical just looking out the window seeing the main attraction to Paris light up Room is nice comfy bed great shower Walking distance to Eiffel Tower ,52, Australia ,9,7.5
eec636a6-8b07-4ad9-8c0c-7acd72824104,5c1f1e00-2b3c-11b2-8080-808080808080,241,,, One of the staff not very friendly when i ask them to book for taxi they ask me to make the booking myself ,25,No Positive,0, Malaysia ,1,7.5
eec636a6-8b07-4ad9-8c0c-7acd72824104,0c461e00-2b29-11b2-8080-808080808080,241,,, had to wait for person at front desk only one person often dealing with more than one set of customers at a time,24, bathroom up to date and very clean excellent location close to transit trains and view of tower,18, Canada ,3,8.8
